,Rating,Plays,Playing,Backlogs,Wishlist,Lists,Reviews,Release_Date,Genres,Release Year
4185,3.0,7,1,9,0,2,0,"Nov 08, 2000","[""'Puzzle'""]",2000
4186,3.2,0,0,0,3,4,0,"Sep 30, 2023","[""'Adventure'"", ""'Brawler'"", ""'Indie'""]",2023
4187,2.3,20,0,28,2,7,0,"Oct 23, 2012","[""'Adventure'"", ""'Indie'"", ""'Puzzle'""]",2012
4188,2.5,256,1,12,12,15,5,"Jun 30, 2012","[""'RPG'""]",2012
4189,2.8,477,5,37,10,45,41,"Nov 25, 2014","[""'Arcade'"", ""'Card & Board Game'"", ""'Simulator'"", ""'Strategy'""]",2014
4190,3.1,318,3,118,78,71,10,"Dec 11, 2002","[""'Racing'"", ""'Shooter'""]",2002
4191,3.0,291,7,122,49,91,28,"Oct 21, 2003","[""'Adventure'"", ""'Brawler'"", ""'Platform'""]",2003
4192,3.3,228,4,103,79,104,45,"Sep 29, 1995","[""'Arcade'""]",1995
4193,3.1,146,1,38,40,24,14,"May 10, 2019","[""'Arcade'"", ""'Indie'"", ""'Platform'"", ""'Racing'"", ""'Simulator'""]",2019
4194,2.2,296,3,122,58,79,20,"Mar 20, 2012","[""'Adventure'"", ""'Brawler'"", ""'Fighting'""]",2012
4195,1.2,194,1,52,37,56,21,"Nov 23, 2011","[""'Shooter'""]",2011
4196,2.9,285,2,80,13,61,13,"Feb 18, 1994","[""'Platform'""]",1994
4197,3.0,157,2,37,11,26,3,"Mar 04, 2014","[""'Brawler'"", ""'Shooter'""]",2014
4198,3.4,348,5,73,46,45,19,"Dec 30, 2005","[""'Indie'"", ""'Shooter'""]",2005
4199,3.9,123,3,17,17,30,0,"Oct 01, 1996","[""'RPG'"", ""'Strategy'"", ""'Turn Based Strategy'""]",1996
4200,3.2,81,2,12,11,11,7,"Sep 03, 2009","[""'Adventure'"", ""'Fighting'""]",2009
4201,3.5,99,1,21,11,30,2,"Jun 22, 2001","[""'Shooter'"", ""'Simulator'"", ""'Strategy'"", ""'Tactical'""]",2001
4202,3.7,90,6,65,45,36,13,"Apr 14, 2022","[""'Adventure'"", ""'Indie'"", ""'Platform'""]",2022
4203,4.0,66,3,125,108,47,18,"Dec 31, 2008","[""'RPG'""]",2008
4204,2.8,211,22,206,189,103,30,"Oct 14, 2021","[""'Adventure'"", ""'Indie'"", ""'RPG'"", ""'Simulator'""]",2021
4205,3.2,2,1,16,8,8,0,"Aug 04, 2005","[""'RPG'""]",2005
4206,3.3,180,8,87,16,42,12,"Oct 28, 2015","[""'Adventure'"", ""'Indie'"", ""'Point-and-Click'"", ""'Puzzle'""]",2015
4207,4.7,18,0,4,0,1,0,"Dec 22, 2015","[""'Adventure'"", ""'Brawler'""]",2015
4208,3.2,6,1,8,2,5,0,"Aug 24, 2020","[""'Adventure'"", ""'RPG'""]",2020
4209,2.7,6,1,8,2,0,1,"Jan 16, 2018","[""'Indie'"", ""'Simulator'""]",2018
4210,3.3,70,1,48,26,28,2,"Jul 31, 1997","[""'Adventure'""]",1997
4211,2.5,411,0,36,35,48,20,"Feb 02, 2015","[""'Adventure'"", ""'Indie'"", ""'Puzzle'""]",2015
4212,3.7,232,4,143,90,136,29,"Dec 21, 1990","[""'Shooter'""]",1990
4213,3.8,339,35,130,80,88,38,"Dec 07, 2017","[""'Shooter'""]",2017
4214,3.5,436,58,486,84,80,24,"Feb 24, 2016","[""'RPG'"", ""'Strategy'"", ""'Tactical'"", ""'Turn Based Strategy'""]",2016
4215,3.1,336,0,13,13,38,14,"Sep 29, 2006","[""'Fighting'""]",2006
4216,3.0,364,5,186,9,56,18,"Nov 06, 2007","[""'Shooter'""]",2007
4217,3.9,271,6,172,67,62,12,"Mar 12, 2011","[""'Music'"", ""'Strategy'""]",2011
4218,2.9,73,2,56,15,39,4,"Oct 05, 2017","[""'Arcade'"", ""'Shooter'""]",2017
4219,3.2,121,3,26,10,50,17,"Feb 01, 1995","[""'Puzzle'""]",1995
4220,2.7,97,2,48,22,42,7,"Oct 14, 2001","[""'Racing'""]",2001
4221,4.3,243,10,99,25,66,14,"Oct 10, 2011","[""'Shooter'""]",2011
4222,3.1,185,3,33,25,24,15,"Mar 18, 2014","[""'Fighting'""]",2014
4223,3.1,124,2,29,12,31,7,"Dec 12, 1997","[""'Adventure'"", ""'Platform'""]",1997
4224,3.2,98,2,124,69,45,5,"Aug 05, 1999","[""'Adventure'"", ""'RPG'""]",1999
4225,3.4,280,0,22,24,28,17,"Oct 01, 2002","[""'Adventure'"", ""'Point-and-Click'""]",2002
4226,2.4,120,0,26,13,42,4,"Jul 21, 1995","[""'Sport'""]",1995
4227,2.6,377,2,36,13,46,19,"May 26, 2009","[""'Adventure'"", ""'Platform'"", ""'Puzzle'""]",2009
4228,3.3,43,0,7,1,6,0,"Oct 25, 2016","[""'Adventure'"", ""'Point-and-Click'""]",2016
4229,2.1,74,0,12,28,24,17,"Apr 21, 2006","[""'Adventure'""]",2006
4230,4.4,85,19,19,20,27,8,"Sep 24, 2020","[""'Indie'"", ""'Sport'""]",2020
4231,3.0,10,1,11,2,2,2,"Nov 17, 2017","[""'Arcade'"", ""'Platform'"", ""'Shooter'""]",2017
4232,4.0,725,34,298,164,138,44,"Jul 19, 2012","[""'RPG'"", ""'Simulator'""]",2012
4233,4.4,152,5,139,70,66,5,"Jul 23, 1999","[""'Adventure'"", ""'RPG'"", ""'Strategy'"", ""'Tactical'"", ""'Turn Based Strategy'""]",1999
4234,3.6,213,3,57,34,40,10,"Jul 29, 2010","[""'Adventure'"", ""'Brawler'""]",2010
4235,3.2,156,0,43,10,37,8,"Nov 04, 2003","[""'Shooter'"", ""'Simulator'"", ""'Strategy'"", ""'Tactical'""]",2003
4236,4.5,73,4,114,47,61,13,"Jul 23, 2009","[""'Adventure'""]",2009
4237,2.7,906,0,63,59,76,61,"Jul 05, 2005","[""'Adventure'"", ""'Indie'"", ""'Simulator'"", ""'Strategy'""]",2005
4238,3.8,425,8,115,59,65,23,"Aug 12, 2019","[""'Adventure'"", ""'Indie'"", ""'Shooter'""]",2019
4239,4.2,148,9,88,73,103,15,"Jul 19, 1996","[""'Puzzle'""]",1996
4240,1.9,96,0,18,8,26,5,"Sep 01, 1989","[""'Adventure'"", ""'Arcade'"", ""'Sport'""]",1989
4241,3.8,85,0,12,3,11,6,"Sep 28, 2004","[""'Simulator'"", ""'Sport'""]",2004
4242,2.7,182,1,33,11,34,5,"Oct 23, 2006","[""'Shooter'"", ""'Strategy'""]",2006
4243,3.5,223,27,12,16,13,27,"Sep 03, 2015","[""'Music'"", ""'RPG'""]",2015
4244,3.4,73,1,118,61,56,1,"Jul 08, 1999","[""'RPG'"", ""'Strategy'"", ""'Tactical'"", ""'Turn Based Strategy'""]",1999
4245,3.0,81,0,12,3,13,2,"Sep 26, 2005","[""'Simulator'"", ""'Sport'""]",2005
4246,1.6,141,0,11,2,21,6,"Oct 01, 1992","[""'Adventure'"", ""'Platform'""]",1992
4247,3.7,115,0,31,28,28,5,"Jan 02, 1993","[""'Adventure'"", ""'Point-and-Click'"", ""'Puzzle'""]",1993
4248,1.2,19,0,1,6,7,4,"Oct 20, 1998","[""'Shooter'"", ""'Sport'""]",1998
4249,3.2,5,0,2,0,0,0,"Nov 22, 2005","[""'Sport'""]",2005
4250,3.5,82,1,52,42,36,4,"Feb 01, 2000","[""'Arcade'"", ""'RPG'"", ""'Shooter'"", ""'Simulator'"", ""'Strategy'"", ""'Turn Based Strategy'""]",2000
4251,3.6,48,4,130,74,40,2,"Sep 25, 1997","[""'RPG'"", ""'Strategy'"", ""'Tactical'""]",1997
4252,2.8,67,0,11,8,34,8,"Oct 01, 1983","[""'Arcade'"", ""'Puzzle'""]",1983
4253,3.2,46,0,8,2,8,0,"Sep 25, 2006","[""'Simulator'"", ""'Sport'""]",2006
4254,2.2,138,1,13,4,20,15,"Dec 31, 1991","[""'Card & Board Game'""]",1991
4255,3.3,358,0,63,16,68,14,"Sep 05, 2013","[""'Adventure'"", ""'Indie'"", ""'Point-and-Click'"", ""'Puzzle'""]",2013
4256,4.1,200,0,87,81,88,12,"Dec 13, 2003","[""'Racing'""]",2003
4257,2.9,277,5,173,82,72,20,"Oct 13, 2009","[""'Adventure'"", ""'Platform'"", ""'Puzzle'""]",2009
4258,3.7,223,1,6,3,41,29,"Nov 06, 2019","[""'Fighting'""]",2019
4259,3.8,124,7,109,68,39,14,"Mar 06, 2014","[""'Adventure'"", ""'RPG'""]",2014
4260,2.9,217,5,98,52,76,19,"Feb 04, 2005","[""'Platform'"", ""'Puzzle'"", ""'Strategy'""]",2005
4261,3.9,101,6,69,64,68,13,"Apr 07, 2011","[""'Arcade'"", ""'Shooter'""]",2011
4262,2.6,92,0,5,7,12,0,"Oct 26, 1998","[""'Simulator'""]",1998
4263,3.2,239,1,24,16,38,6,"Nov 13, 2006","[""'Fighting'""]",2006
4264,2.9,238,4,60,13,17,13,"Oct 30, 2012","[""'Card & Board Game'"", ""'Indie'"", ""'RPG'"", ""'Strategy'"", ""'Turn Based Strategy'""]",2012
4265,2.2,23,0,10,2,3,5,"Feb 03, 2014","[""'Indie'""]",2014
4266,1.7,322,5,157,37,90,45,"Oct 08, 2015","[""'Adventure'"", ""'Platform'""]",2015
4267,3.2,50,6,183,137,64,1,"Nov 11, 2008","[""'RPG'"", ""'Strategy'"", ""'Turn Based Strategy'""]",2008
4268,3.2,0,0,2,3,3,0,"Sep 30, 2023",[],2023
4269,2.2,246,0,26,9,20,16,"Sep 14, 2004","[""'Adventure'""]",2004
4270,4.0,13,0,7,10,14,2,"Jul 23, 2013","[""'Adventure'""]",2013
4271,2.0,60,0,35,2,15,8,"Sep 15, 2017","[""'Adventure'"", ""'Arcade'"", ""'Indie'"", ""'Platform'"", ""'Shooter'""]",2017
4272,3.2,8,0,0,0,1,1,"Sep 30, 2010","[""'Sport'""]",2010
4273,2.4,37,0,15,4,10,4,"Dec 31, 1984","[""'Arcade'"", ""'Shooter'""]",1984
4274,3.2,3,1,3,2,2,0,"Dec 31, 2006",[],2006
4275,3.1,19,2,3,0,5,3,"Oct 11, 2018","[""'Indie'"", ""'Point-and-Click'"", ""'RPG'"", ""'Simulator'""]",2018
4276,3.4,444,1,95,59,77,14,"Mar 25, 2001","[""'Puzzle'"", ""'Real Time Strategy'"", ""'Simulator'"", ""'Strategy'""]",2001
4277,3.7,391,1,114,35,113,29,"Feb 02, 1990","[""'Adventure'"", ""'Arcade'"", ""'Shooter'""]",1990
4278,3.7,253,1,63,42,56,20,"Jun 20, 1997","[""'Adventure'"", ""'Platform'""]",1997
4279,3.5,533,4,88,81,163,30,"Dec 28, 1995","[""'Arcade'"", ""'Fighting'""]",1995
4280,3.3,309,0,23,8,38,8,"Mar 29, 1996","[""'Adventure'"", ""'Point-and-Click'"", ""'Puzzle'""]",1996
4281,3.6,98,3,54,75,43,17,"Apr 14, 2020","[""'Indie'"", ""'Shooter'"", ""'Simulator'""]",2020
4282,3.4,249,1,81,39,46,10,"Dec 08, 1995","[""'Arcade'"", ""'Platform'""]",1995
4283,3.5,189,1,96,58,85,11,"Mar 28, 1991","[""'Platform'"", ""'Shooter'""]",1991
4284,3.0,143,1,13,11,36,12,"Jan 26, 2010","[""'Shooter'""]",2010
4285,3.0,291,3,73,9,27,15,"Mar 16, 2009","[""'Arcade'"", ""'Indie'"", ""'Music'"", ""'Puzzle'""]",2009
4286,3.4,335,16,79,15,42,17,"Sep 15, 2009","[""'Arcade'"", ""'Puzzle'""]",2009
4287,3.3,462,6,56,42,53,12,"Sep 25, 2012","[""'Fighting'""]",2012
4288,2.4,113,1,15,8,12,2,"Aug 01, 1995","[""'Platform'""]",1995
4289,3.6,505,7,308,144,102,16,"Nov 19, 2006","[""'Adventure'"", ""'Puzzle'"", ""'Simulator'""]",2006
4290,1.0,159,0,5,0,8,25,"Mar 29, 2017","[""'Adventure'"", ""'RPG'""]",2017
4291,1.2,231,0,34,14,55,10,"Dec 31, 1993","[""'Puzzle'"", ""'Strategy'""]",1993
4292,2.2,139,7,18,5,12,0,"Mar 20, 2015","[""'Indie'"", ""'Shooter'"", ""'Strategy'""]",2015
4293,3.1,95,5,37,11,18,8,"Sep 25, 2018","[""'Fighting'"", ""'Indie'"", ""'Simulator'"", ""'Sport'""]",2018
4294,2.4,81,1,23,5,27,4,"Dec 31, 1989","[""'Platform'""]",1989
4295,4.0,582,7,46,21,28,10,"Jul 18, 1997","[""'Adventure'"", ""'Platform'""]",1997
4296,3.3,80,0,11,7,7,2,"Oct 19, 2006","[""'Sport'""]",2006
4297,3.4,100,9,47,9,14,5,"Oct 22, 2008","[""'Adventure'"", ""'Shooter'""]",2008
4298,3.6,248,0,127,53,81,12,"Dec 05, 1997","[""'Arcade'"", ""'Fighting'""]",1997
4299,3.3,191,2,116,50,91,23,"Sep 18, 2018","[""'Adventure'"", ""'Indie'"", ""'RPG'"", ""'Visual Novel'""]",2018
4300,2.9,527,4,116,28,124,41,"Nov 27, 1993","[""'Arcade'"", ""'Pinball'""]",1993
4301,2.8,114,4,111,27,37,5,"Jul 12, 2016","[""'Adventure'"", ""'Puzzle'""]",2016
4302,2.6,566,0,8,5,30,13,"May 06, 2013","[""'Point-and-Click'"", ""'Puzzle'""]",2013
4303,3.0,642,1,46,19,69,30,"Nov 23, 1994","[""'Adventure'"", ""'Brawler'"", ""'Fighting'"", ""'Platform'""]",1994
4304,3.1,151,3,38,30,27,6,"Oct 03, 2003","[""'Platform'""]",2003
4305,3.2,113,0,73,101,51,21,"May 01, 2020","[""'Indie'"", ""'Simulator'""]",2020
4306,2.8,450,1,34,19,59,22,"Dec 01, 1984","[""'Brawler'""]",1984
4307,1.9,87,0,4,1,12,5,"Oct 19, 2001","[""'Platform'""]",2001
4308,3.6,173,12,146,80,61,6,"Nov 27, 2008","[""'RPG'"", ""'Simulator'""]",2008
4309,3.1,276,1,20,12,28,8,"Mar 30, 2006","[""'Fighting'""]",2006
4310,2.9,65,0,5,3,7,3,"Mar 17, 2003","[""'Arcade'"", ""'Indie'""]",2003
4311,3.4,136,1,99,30,63,11,"Jan 19, 1998","[""'Arcade'"", ""'Shooter'""]",1998
4312,3.3,332,0,27,15,32,9,"Nov 17, 2009","[""'Fighting'""]",2009
4313,2.8,68,2,30,19,9,3,"May 18, 2015","[""'Indie'"", ""'Visual Novel'""]",2015
4314,2.9,121,4,152,83,59,2,"Mar 15, 2005","[""'Adventure'"", ""'RPG'""]",2005
4315,2.9,169,11,42,34,52,18,"Dec 11, 1993","[""'Adventure'"", ""'RPG'""]",1993
4316,2.7,22,2,31,26,9,1,"Sep 14, 2021","[""'Indie'"", ""'Simulator'"", ""'Strategy'""]",2021
4317,4.3,47,4,28,34,29,13,"Jul 21, 2022","[""'Adventure'"", ""'Visual Novel'""]",2022
4318,3.9,85,23,28,46,24,10,"Sep 22, 2022","[""'Music'""]",2022
4319,3.2,0,0,16,62,24,0,"Dec 31, 2024","[""'Adventure'"", ""'Indie'"", ""'Simulator'""]",2024
4320,3.2,3,0,7,24,9,0,TBD,"[""'Adventure'"", ""'Indie'"", ""'Platform'"", ""'RPG'""]",2024
4321,3.3,43,2,48,34,20,2,"Aug 28, 2007","[""'Adventure'"", ""'Platform'""]",2007
4322,4.2,62,1,31,22,29,9,"Apr 24, 2020","[""'Simulator'"", ""'Visual Novel'""]",2020
4323,2.8,7,1,1,3,4,0,TBD,"[""'Adventure'"", ""'Indie'""]",2024
4324,3.1,279,1,64,20,37,16,"Mar 25, 2011","[""'Adventure'"", ""'Platform'""]",2011
4325,3.3,298,11,121,74,93,30,"Dec 22, 2005","[""'Adventure'"", ""'Puzzle'"", ""'Strategy'""]",2005
4326,3.5,383,5,46,42,61,15,"Nov 08, 2005","[""'Simulator'"", ""'Strategy'""]",2005
4327,3.2,565,6,151,96,111,41,"Oct 24, 2005","[""'Pinball'"", ""'Puzzle'""]",2005
4328,4.1,249,24,268,159,88,22,"Jun 26, 2014","[""'Adventure'"", ""'Visual Novel'""]",2014
4329,3.5,194,24,24,15,25,16,"Mar 09, 2017","[""'Arcade'"", ""'Music'""]",2017
4330,2.3,75,0,22,16,26,5,"May 15, 1998","[""'Fighting'""]",1998
4331,2.3,262,7,246,65,87,18,"Mar 31, 2016","[""'Adventure'"", ""'RPG'""]",2016
4332,2.9,436,4,111,32,90,16,"Jun 25, 1993","[""'Adventure'"", ""'Brawler'""]",1993
4333,3.3,84,0,12,4,20,1,"Jun 27, 2006","[""'Racing'""]",2006
4334,2.3,116,2,23,7,21,4,"Nov 30, 2000","[""'Adventure'"", ""'Platform'""]",2000
4335,3.5,362,2,38,24,68,17,"Jun 04, 1993","[""'Puzzle'"", ""'Racing'"", ""'Sport'""]",1993
4336,3.0,150,0,14,4,33,11,"Nov 12, 1982","[""'Arcade'"", ""'Shooter'""]",1982
4337,3.9,139,5,28,20,23,3,"Dec 31, 1999","[""'Real Time Strategy'"", ""'Simulator'"", ""'Strategy'""]",1999
4338,2.8,43,0,41,42,23,2,"Apr 01, 2013","[""'Adventure'"", ""'Indie'"", ""'Music'"", ""'Puzzle'""]",2013
4339,2.8,132,0,67,15,25,5,"Mar 27, 2012","[""'Indie'"", ""'Platform'"", ""'Puzzle'"", ""'Strategy'""]",2012
4340,1.9,27,0,4,2,5,3,"Jul 01, 2015","[""'Brawler'"", ""'Fighting'""]",2015
4341,2.1,266,21,19,15,24,15,"Jun 06, 2017","[""'Adventure'"", ""'RPG'"", ""'Turn Based Strategy'""]",2017
4342,2.7,106,2,75,33,21,5,"Sep 06, 2011","[""'Brawler'"", ""'Platform'""]",2011
4343,3.5,72,3,43,34,39,8,"Jan 15, 2016","[""'Indie'"", ""'Puzzle'"", ""'RPG'"", ""'Strategy'""]",2016
4344,2.5,173,0,28,9,33,6,"Nov 10, 2008","[""'Shooter'""]",2008
4345,3.5,48,8,45,9,14,2,"Aug 21, 2020","[""'Adventure'"", ""'Indie'"", ""'RPG'""]",2020
4346,3.5,83,1,59,10,11,3,"Jul 28, 2015","[""'Adventure'"", ""'Puzzle'""]",2015
4347,3.3,117,2,2,1,11,11,"Oct 21, 2015","[""'Puzzle'""]",2015
4348,3.3,33,4,20,12,5,1,"Jun 28, 2013","[""'Adventure'"", ""'Simulator'"", ""'Visual Novel'""]",2013
4349,3.2,2,0,0,0,1,0,"Dec 31, 1983",[],1983
4350,3.9,764,53,991,304,221,49,"Jan 29, 2015","[""'RPG'"", ""'Strategy'""]",2015
4351,3.2,523,3,50,37,101,20,"Feb 28, 1997","[""'Arcade'"", ""'Fighting'""]",1997
4352,3.2,0,0,104,621,99,0,"Sep 30, 2024","[""'Adventure'""]",2024
4353,3.3,237,1,58,20,90,30,"Jul 23, 2014","[""'Adventure'"", ""'Music'""]",2014
4354,3.2,219,6,84,28,37,15,"Jun 02, 2016","[""'Indie'"", ""'Simulator'"", ""'Strategy'""]",2016
4355,3.0,118,2,91,73,81,11,"Jun 01, 1981","[""'RPG'""]",1981
4356,2.7,116,2,26,4,12,2,"Jul 20, 2011","[""'Adventure'"", ""'Platform'"", ""'Shooter'""]",2011
4357,3.8,234,1,13,10,47,6,"Oct 13, 1999","[""'Fighting'"", ""'Sport'""]",1999
4358,3.4,120,0,59,42,29,5,"Jul 20, 2016","[""'Adventure'"", ""'Arcade'"", ""'Indie'"", ""'Platform'""]",2016
4359,2.1,159,1,8,5,20,3,"Feb 21, 2005","[""'Arcade'""]",2005
4360,2.7,160,4,250,31,59,15,"Nov 02, 2017","[""'Adventure'"", ""'Indie'"", ""'Puzzle'""]",2017
4361,3.4,44,8,60,130,42,3,"Sep 14, 2022","[""'Indie'"", ""'Simulator'"", ""'Strategy'""]",2022
4362,2.7,246,3,138,19,40,11,"May 22, 2013","[""'Adventure'"", ""'Indie'"", ""'RPG'"", ""'Strategy'""]",2013
4363,3.2,8,1,6,11,3,0,"Jun 14, 2023","[""'Adventure'"", ""'Indie'"", ""'Platform'"", ""'Puzzle'""]",2023
4364,2.3,85,0,14,6,29,17,"Jan 23, 2022","[""'Adventure'"", ""'Indie'"", ""'Platform'"", ""'Shooter'""]",2022
4365,4.2,20,0,4,2,7,0,"Jun 23, 2015","[""'RPG'""]",2015
4366,3.4,14,0,4,1,0,0,"Jan 18, 2011","[""'Visual Novel'""]",2011
4367,3.0,12,0,1,2,2,2,"Dec 05, 2008","[""'Platform'""]",2008
4368,2.7,74,0,5,0,8,6,"Oct 23, 2007","[""'Puzzle'"", ""'Sport'""]",2007
4369,1.9,40,0,5,6,10,7,"Aug 01, 2002","[""'Platform'""]",2002
4370,3.2,0,0,0,2,2,0,TBD,[],2024
4371,3.3,169,4,139,55,57,16,"Jul 05, 2007","[""'Adventure'""]",2007
4372,3.1,152,3,45,19,35,6,"Nov 18, 2005","[""'Racing'"", ""'Shooter'""]",2005
4373,3.3,169,3,100,10,50,13,"Oct 21, 2015","[""'Adventure'"", ""'Puzzle'""]",2015
4374,2.8,206,0,32,14,25,4,"Jun 06, 2011","[""'Arcade'"", ""'Racing'"", ""'Sport'""]",2011
4375,4.0,337,18,239,107,96,32,"Jun 10, 2018","[""'Adventure'"", ""'Shooter'""]",2018
4376,3.2,103,1,11,9,29,8,"Oct 15, 1998","[""'Racing'""]",1998
4377,3.6,103,1,71,34,58,13,"May 26, 2020","[""'Adventure'"", ""'Indie'""]",2020
4378,3.1,125,0,16,9,21,5,"Jun 11, 2009","[""'Arcade'""]",2009
4379,4.2,179,0,21,0,11,1,"Sep 21, 2010","[""'Simulator'"", ""'Strategy'"", ""'Turn Based Strategy'""]",2010
4380,2.9,75,0,37,13,30,6,"Mar 29, 1991","[""'Shooter'""]",1991
4381,1.8,37,2,65,29,12,3,"Aug 01, 2013","[""'Adventure'"", ""'RPG'"", ""'Turn Based Strategy'""]",2013
4382,3.9,331,6,106,36,37,19,"Jul 10, 2014","[""'RPG'""]",2014
4383,3.0,26,0,39,20,14,0,"Jul 09, 2009","[""'RPG'""]",2009
4384,3.2,742,9,138,45,90,44,"Oct 24, 2014","[""'Adventure'"", ""'Indie'""]",2014
4385,3.4,59,7,28,21,10,6,"May 24, 2018","[""'Adventure'"", ""'Indie'"", ""'Puzzle'""]",2018
4386,2.3,37,1,4,4,3,1,"Dec 16, 2010","[""'Shooter'""]",2010
4387,3.8,10,0,24,3,6,1,"Dec 31, 1993","[""'RPG'""]",1993
4388,2.0,109,2,28,10,37,23,"Oct 18, 2019","[""'Adventure'"", ""'Platform'""]",2019
4389,3.2,2,0,10,23,14,0,"Dec 31, 2023","[""'Adventure'"", ""'Fighting'"", ""'Indie'"", ""'Platform'""]",2023
4390,3.4,17,0,33,12,9,4,"Oct 28, 2017","[""'Adventure'"", ""'Indie'""]",2017
4391,2.8,15,0,3,1,0,0,"Nov 17, 2008","[""'Sport'""]",2008
4392,3.4,147,3,81,21,27,10,"Sep 29, 2016","[""'Adventure'"", ""'Indie'"", ""'Platform'"", ""'RPG'""]",2016
4393,3.2,84,0,22,9,18,7,"Mar 18, 2004","[""'Brawler'"", ""'Tactical'""]",2004
4394,3.5,147,9,103,46,46,10,"Jun 17, 2016","[""'Adventure'"", ""'Indie'"", ""'Visual Novel'""]",2016
4395,2.8,160,3,133,19,48,3,"Mar 25, 2008","[""'Adventure'"", ""'Brawler'""]",2008
4396,1.6,189,1,24,18,25,7,"Nov 20, 2000","[""'Brawler'""]",2000
4397,3.1,217,1,163,12,35,4,"Jul 04, 2012","[""'Strategy'"", ""'Turn Based Strategy'""]",2012
4398,3.2,431,2,30,23,31,8,"Jul 16, 2011","[""'RPG'"", ""'Sport'"", ""'Strategy'""]",2011
4399,3.0,58,1,3,5,4,0,"Jun 23, 2010","[""'Strategy'"", ""'Turn Based Strategy'""]",2010
4400,3.3,82,0,27,2,17,8,"Jun 16, 2016","[""'Indie'"", ""'Shooter'""]",2016
4401,3.5,87,5,199,107,64,10,"Sep 25, 2008","[""'RPG'"", ""'Strategy'""]",2008
4402,3.7,36,0,5,8,3,2,"Dec 25, 2008","[""'Music'""]",2008
4403,2.8,63,4,15,25,6,1,"Jun 11, 2010","[""'Adventure'""]",2010
4404,2.2,128,0,18,19,24,12,"Nov 16, 2002","[""'Arcade'"", ""'Puzzle'""]",2002
4405,3.2,120,2,13,9,20,16,"Nov 23, 2007","[""'Adventure'"", ""'Simulator'""]",2007
4406,3.7,100,7,75,95,49,26,"Sep 28, 2022","[""'Adventure'"", ""'Point-and-Click'"", ""'Puzzle'""]",2022
4407,4.0,226,26,111,87,48,22,"Jan 13, 2021","[""'Indie'"", ""'Simulator'"", ""'Strategy'""]",2021
4408,2.8,94,4,7,7,12,11,"Jun 17, 2020","[""'Arcade'""]",2020
4409,3.2,2,0,2,4,2,0,"Mar 13, 2023","[""'Adventure'"", ""'Indie'"", ""'Platform'"", ""'RPG'""]",2023
4410,3.4,89,0,1,3,5,11,"Nov 19, 2009","[""'Quiz/Trivia'""]",2009
4411,3.2,0,0,32,154,46,0,TBD,"[""'Adventure'"", ""'Indie'""]",2024
4412,3.2,1,0,6,41,6,0,"Dec 31, 2024","[""'Adventure'"", ""'Indie'"", ""'Puzzle'""]",2024
4413,1.6,11,0,1,0,5,1,"Mar 30, 2016","[""'Indie'""]",2016
4414,3.2,1,0,4,0,1,0,TBD,[],2024
4415,3.6,436,6,266,107,145,61,"Oct 16, 2018","[""'Indie'""]",2018
4416,2.8,230,4,144,23,28,4,"Apr 24, 2012","[""'RPG'""]",2012
4417,3.1,90,1,35,19,17,2,"Feb 28, 1999","[""'Adventure'"", ""'Brawler'""]",1999
4418,2.6,367,2,83,35,60,14,"Nov 26, 2010","[""'Adventure'"", ""'Platform'"", ""'Puzzle'""]",2010
4419,3.7,298,14,36,13,21,12,"Oct 22, 2013","[""'Music'""]",2013
4420,2.0,353,1,27,9,31,16,"Jul 18, 2012","[""'Arcade'"", ""'Sport'""]",2012
4421,2.8,89,0,58,19,52,10,"Nov 01, 1988","[""'Arcade'"", ""'Platform'"", ""'Shooter'""]",1988
4422,3.6,216,4,43,17,27,6,"Nov 07, 2014","[""'Indie'"", ""'Real Time Strategy'"", ""'Strategy'""]",2014
4423,2.4,72,1,9,6,7,5,"Oct 09, 2006","[""'Adventure'"", ""'Platform'"", ""'Puzzle'""]",2006
4424,2.5,137,3,40,17,35,5,"Oct 04, 2002","[""'Adventure'"", ""'Platform'""]",2002
4425,3.0,57,0,14,13,16,4,"Aug 27, 2015","[""'Adventure'"", ""'Indie'"", ""'Music'""]",2015
4426,3.4,133,0,52,17,29,5,"Jul 06, 2001","[""'Adventure'"", ""'Point-and-Click'"", ""'Puzzle'"", ""'RPG'""]",2001
4427,2.9,30,0,7,1,10,2,"Jul 25, 2011","[""'Indie'"", ""'Platform'"", ""'Puzzle'""]",2011
4428,3.3,247,2,21,10,33,1,"Jul 01, 1998","[""'Racing'"", ""'Sport'""]",1998
4429,3.6,299,0,34,16,38,11,"Apr 01, 2000","[""'Adventure'"", ""'Point-and-Click'"", ""'Puzzle'""]",2000
4430,3.0,299,2,38,16,50,27,"Aug 20, 2007","[""'Puzzle'"", ""'Quiz/Trivia'""]",2007
4431,3.1,62,1,35,10,24,1,"Sep 30, 1997","[""'Shooter'"", ""'Simulator'""]",1997
4432,2.7,20,0,7,11,11,0,"Dec 22, 1993","[""'Sport'""]",1993
4433,2.9,92,1,2,2,5,5,"Jun 28, 2012","[""'Puzzle'""]",2012
4434,3.7,85,8,52,23,33,8,"Jan 14, 2022","[""'Adventure'"", ""'Indie'"", ""'Platform'"", ""'Puzzle'""]",2022
4435,3.2,3,0,2,28,12,0,"Mar 31, 2024","[""'Adventure'"", ""'RPG'""]",2024
4436,3.1,44,2,18,6,29,5,"Feb 01, 1989","[""'Shooter'""]",1989
