"Rating","Plays","Playing","Backlogs","Wishlist","Lists","Reviews","Release_Date","Genres"
"3.2","1","0","1","0","0","0","Jul 09, 2018","[]"
"3.2","2","0","5","8","5","0","Dec 31, 2022","['Adventure', 'Indie']"
"3.2","0","0","1","1","0","0","Jul 08, 2020","['Simulator']"
"3.2","3","0","0","0","0","0","May 02, 2020","['Indie', 'Puzzle', 'Strategy']"
"3.2","1","0","0","0","1","0","Nov 22, 2017","['Indie', 'Pinball']"
"3.2","2","0","0","0","0","0","TBD","[]"
"3.2","0","0","1","0","0","0","Nov 13, 2021","['Adventure', 'Arcade', 'Indie', 'Platform']"
"3.2","0","0","1","0","1","0","Jun 29, 2006","[]"
"3.2","2","0","1","2","3","0","TBD","['Adventure', 'Platform']"
"3.2","0","0","2","2","3","0","Oct 23, 2002","['Real Time Strategy']"
"3.2","2","0","1","0","2","1","Jul 18, 2018","['Arcade', 'Fighting']"
"3.2","1","0","0","0","0","0","Nov 10, 2002","['Sport']"
"2.9","172","2","129","21","53","16","Jun 21, 2016","['Adventure', 'Platform']"
"3.2","2","0","0","1","1","1","Mar 09, 2015","['Adventure', 'Indie', 'RPG']"
"3.2","2","0","0","0","0","0","Dec 28, 2016","['Indie', 'Simulator', 'Sport']"
"3.2","0","0","1","0","0","0","TBD","[]"
"3.2","1","0","1","0","3","0","Jan 13, 2011","['Sport']"
"3.2","0","0","0","1","1","0","Mar 02, 2009","[]"
"3.2","2","0","5","0","2","0","Jan 28, 2020","['Adventure', 'Racing', 'Simulator', 'Sport']"
"3.2","1","0","0","0","0","0","TBD","[]"
"3.2","1","0","0","0","1","0","Feb 09, 2018","[]"
"3.2","0","0","2","0","0","0","TBD","['Adventure', 'Arcade', 'Indie', 'Shooter']"
"3.2","5","0","0","0","1","0","TBD","['Arcade', 'Music']"
"3.2","0","0","2","0","2","0","Jul 23, 1993","['Arcade', 'Shooter']"
"3.5","4","0","6","0","1","0","Aug 04, 2022","['Strategy']"
"3.2","1","0","0","0","1","0","Aug 10, 2012","['Indie', 'Simulator']"
"3.2","1","0","1","3","1","0","Feb 25, 2023","['Simulator']"
"3.2","1","0","0","0","0","0","Jan 01, 2023","['Indie', 'Platform']"
"3.2","1","0","0","0","1","0","May 29, 2018","['Adventure', 'Simulator']"
"3.2","0","0","1","0","1","0","Jan 23, 2020","['Adventure', 'Indie', 'Puzzle']"
"3.2","2","0","2","0","2","0","Dec 31, 1988","['Racing']"
"3.6","7","0","2","0","2","0","Dec 31, 1991","['Racing']"
"3.2","1","0","1","0","0","0","Apr 16, 2014","[]"
"3.2","1","0","0","0","0","0","TBD","[]"
"3.2","4","0","0","0","0","0","Dec 20, 2010","[]"
"3.2","0","0","2","0","0","0","Mar 13, 2020","['Adventure', 'Indie']"
"3.2","2","0","0","0","0","0","Sep 27, 2007","['Simulator', 'Sport']"
"3.4","50","0","8","3","4","0","Nov 22, 2011","['Fighting']"
"3.2","3","0","6","0","0","1","Oct 15, 2022","['Indie', 'Strategy']"
"3.2","0","0","0","1","1","0","Mar 23, 2001","['Simulator']"
"3.2","0","0","1","0","1","0","Dec 15, 2008","['Adventure', 'RPG']"
"3.2","0","0","9","6","7","0","Oct 02, 1997","['RPG']"
"3.2","1","0","0","0","2","0","Apr 23, 2017","[]"
"3.2","1","0","0","0","1","0","TBD","[]"
"3.2","0","0","0","1","1","0","TBD","['Shooter']"
"3.2","0","1","7","26","5","0","Dec 31, 2023","['Real Time Strategy', 'Strategy']"
"3.2","2","0","0","0","0","0","Feb 10, 2016","['Racing', 'Shooter', 'Simulator', 'Sport']"
"3.2","2","0","3","2","0","0","Sep 26, 2016","['Indie', 'Shooter']"
"3.2","0","0","0","1","0","0","Sep 08, 1995","['Card & Board Game', 'Quiz/Trivia', 'Strategy']"
"3.2","1","0","1","1","0","0","Mar 29, 2011","['Simulator']"
"3.2","1","0","0","1","2","0","Dec 31, 1997","['Sport']"
"3.2","0","0","1","0","2","0","Sep 30, 1995","['Arcade']"
"3.2","1","0","0","0","1","0","Nov 01, 2009","['Adventure']"
"3.2","5","1","4","12","0","0","Mar 25, 2021","['Adventure', 'RPG', 'Strategy', 'Tactical']"
"3.0","20","0","3","6","7","5","Oct 15, 2020","['Adventure', 'Indie', 'Platform']"
"3.2","2","0","2","0","4","0","Apr 13, 2020","['Visual Novel']"
"2.9","16","4","5","2","8","1","Dec 02, 2021","['Adventure', 'Puzzle', 'RPG']"
"3.2","1","0","1","1","3","0","Feb 17, 2020","['Adventure', 'Platform']"
"3.2","0","0","0","1","0","0","Dec 31, 1983","['Simulator', 'Strategy', 'Tactical']"
"3.2","1","0","1","0","2","0","Mar 01, 2000","['Real Time Strategy', 'Strategy']"
"3.2","1","0","0","0","4","0","Dec 06, 2007","['Card & Board Game']"
"2.5","3","0","0","0","2","1","Feb 01, 1983","['Shooter']"
"3.2","0","0","2","0","0","0","May 01, 2015","['Adventure', 'Indie', 'RPG', 'Simulator']"
"3.2","0","0","2","2","2","0","Nov 08, 2011","['Sport']"
"3.2","0","0","1","0","0","0","Feb 09, 2017","['Indie']"
"3.2","0","0","1","0","0","0","TBD","[]"
"3.2","0","0","1","0","0","0","Aug 09, 2018","['Card & Board Game']"
"3.4","36","0","2","0","6","2","Jun 07, 2016","['Adventure']"
"3.2","0","0","0","2","0","0","Apr 07, 2020","['Simulator', 'Strategy']"
"3.9","421","11","104","13","87","37","Nov 13, 2018","['Adventure', 'Platform']"
"1.9","4","1","7","6","8","1","Mar 25, 2016","['Visual Novel']"
"3.2","1","0","3","1","3","0","Feb 02, 2021","['Visual Novel']"
"3.5","4","1","3","1","0","0","Aug 31, 2022","['Strategy']"
"3.2","0","0","1","1","0","0","Oct 13, 2011","['Adventure', 'Visual Novel']"
"3.2","1","0","0","0","0","0","Jun 30, 2000","['Card & Board Game', 'Puzzle', 'Strategy']"
"3.2","5","0","0","1","1","0","TBD","['Simulator']"
"3.2","1","0","0","0","0","0","TBD","[]"
"2.5","5","0","12","1","14","1","Sep 02, 2016","['Indie', 'Platform']"
"3.2","3","0","0","1","2","0","Sep 16, 2015","['RPG']"
"3.2","0","0","1","0","1","0","TBD","['Platform']"
"3.2","0","0","0","0","0","0","TBD","[]"
"3.2","0","0","1","0","0","0","TBD","['Platform']"
"3.2","0","0","0","0","2","0","TBD","['Adventure', 'Indie']"
"3.8","6","0","1","0","1","2","Nov 05, 2016","['Adventure', 'Indie']"
"4.2","5","2","3","2","5","0","Dec 25, 2015","['Platform']"
"3.2","1","0","0","0","0","0","Dec 31, 2013","['Platform']"
"3.2","0","0","0","1","3","0","Jul 12, 2022","['Platform', 'Puzzle']"
"2.2","5","0","4","1","8","2","TBD","['Adventure', 'Indie', 'RPG']"
"3.2","1","0","1","0","2","0","Oct 28, 2022","['Adventure', 'Platform']"
"3.2","2","0","0","0","2","0","Sep 30, 2005","['Arcade']"
"3.2","3","0","0","0","0","0","Dec 31, 1996","['Adventure', 'Puzzle']"
"3.2","2","0","1","0","2","0","Oct 22, 2015","['Adventure']"
"3.2","0","0","1","0","3","0","Oct 27, 1995","['Racing']"
"2.5","7","0","1","0","5","0","Aug 22, 1987","['Platform', 'Sport']"
"3.0","4","0","3","1","3","1","Feb 02, 2020","['Indie', 'Puzzle']"
"3.2","1","0","2","3","6","0","Dec 31, 2012","['Indie']"
"3.2","0","0","10","0","8","0","Dec 02, 2018","['Indie', 'Puzzle']"
"2.9","7","1","5","9","10","2","Apr 14, 2022","['Adventure', 'Visual Novel']"
"2.5","4","0","0","2","6","1","Jan 18, 2022","['Indie']"
"0.9","6","1","2","0","1","2","Jan 21, 2022","['Shooter']"
"3.2","1","0","2","2","2","0","TBD","['Indie', 'Strategy']"
"3.2","0","0","0","1","1","0","Jun 18, 2021","['Indie']"
"3.2","0","1","1","4","1","0","Mar 31, 2024","['Adventure', 'Indie', 'RPG']"
"2.7","6","0","1","1","3","0","Sep 09, 2009","[]"
"3.2","1","0","0","0","0","0","Feb 01, 1984","['Shooter', 'Simulator']"
"3.2","1","0","3","4","4","0","Jan 01, 2000","[]"
"3.2","6","0","0","0","3","0","Dec 31, 1996","['Brawler']"
"4.1","11","0","0","0","1","1","Dec 31, 2016","[]"
"2.9","46","1","38","44","19","5","Aug 19, 2021","['Adventure', 'Indie', 'RPG', 'Visual Novel']"
"3.2","2","0","0","0","1","0","Nov 25, 2021","['Simulator']"
"3.2","1","0","0","0","0","0","Nov 20, 2009","[]"
"3.2","0","0","1","0","2","0","Mar 17, 2023","['Indie', 'Real Time Strategy', 'Strategy', 'Tactical']"
"3.2","0","0","1","0","1","0","TBD","['Shooter']"
"3.2","0","0","5","26","17","0","Dec 31, 2024","['Adventure']"
"3.2","1","0","0","3","2","0","May 25, 2023","['Adventure']"
"3.2","1","0","0","0","1","0","Feb 16, 2015","['Fighting']"
"3.2","2","0","0","0","0","0","TBD","[]"
"3.4","12","0","9","4","0","0","Oct 16, 2020","['Platform', 'Puzzle']"
"3.2","1","0","0","0","0","0","TBD","['RPG']"
"3.2","1","0","5","21","2","0","Dec 31, 2022","['Indie', 'Simulator', 'Visual Novel']"
"2.0","15","0","0","1","0","0","Jan 26, 2010","['Adventure', 'Shooter']"
"3.2","0","0","1","1","0","0","Aug 26, 1999","['Visual Novel']"
"3.2","0","0","0","1","0","0","TBD","['Fighting']"
"3.2","1","0","0","0","2","0","Aug 13, 2013","['Adventure', 'Simulator']"
"3.2","0","0","0","1","3","0","TBD","['Adventure', 'Indie', 'Simulator']"
"2.7","23","0","3","1","6","0","Oct 01, 1993","['Sport']"
"3.0","51","2","38","6","16","1","Apr 08, 2003","['Simulator', 'Strategy']"
"3.2","1","0","0","1","0","0","May 04, 2005","['RPG']"
"3.2","0","0","1","0","3","0","TBD","[]"
"2.3","4","0","1","2","4","0","Dec 31, 1989","['Adventure', 'Puzzle']"
"3.2","3","0","1","2","0","0","Nov 09, 2017","['Adventure', 'Indie']"
"3.0","5","1","23","0","4","1","Jan 16, 2019","['Indie']"
"2.5","9","0","3","0","0","1","Dec 31, 1991","['Racing']"
"3.2","0","0","2","0","0","0","TBD","['Arcade', 'Platform']"
"3.1","17","0","0","0","1","1","Feb 06, 2015","['Fighting']"
"3.0","7","1","0","1","3","1","Apr 13, 2015","['Adventure', 'RPG', 'Turn Based Strategy']"
"3.2","7","1","3","3","2","0","Mar 15, 2021","['Indie']"
"3.2","3","2","9","2","2","0","Jun 28, 2019","['Visual Novel']"
"5.0","7","0","0","0","0","5","Oct 23, 2021","['Indie', 'Simulator', 'Sport']"
"3.2","1","0","1","0","0","0","Nov 26, 2019","['RPG']"
"3.2","3","0","0","0","0","1","Dec 31, 1984","['Puzzle', 'Quiz/Trivia']"
"2.5","10","0","3","0","4","0","Oct 29, 2002","['Puzzle', 'Strategy']"
"3.2","0","0","0","0","2","0","TBD","['Adventure']"
"3.2","2","0","1","0","1","0","Feb 23, 2018","['Indie', 'Simulator', 'Strategy']"
"3.2","3","0","0","0","0","0","TBD","['Racing']"
"3.2","0","0","2","0","2","0","TBD","[]"
"3.2","0","0","2","0","0","0","Nov 15, 2012","[]"
"3.2","0","0","0","1","3","0","Dec 01, 1998","['Arcade', 'Simulator']"
"3.2","1","0","4","35","19","0","TBD","[]"
"3.2","0","0","1","0","0","0","Nov 12, 2020","['Simulator', 'Sport']"
"4.2","13","1","7","4","4","1","Jun 20, 2008","[]"
"3.2","2","0","0","1","1","1","Dec 24, 2020","['Arcade', 'Indie', 'Simulator', 'Sport']"
"3.2","1","0","2","1","0","0","TBD","['Visual Novel']"
"2.8","11","1","4","1","5","1","May 25, 2022","[]"
"3.5","17","0","16","5","8","2","Jul 15, 2022","['Adventure', 'Indie', 'Visual Novel']"
"3.2","0","0","0","1","2","0","Jul 17, 2018","['Indie']"
"2.1","7","0","0","2","8","1","Aug 01, 2022","[]"
"3.2","0","0","0","1","0","0","Aug 08, 1997","['Sport']"
"2.5","60","0","6","6","5","7","Jul 28, 2016","['Indie']"
"3.2","0","0","1","0","1","0","Jun 16, 2005","['Arcade']"
"3.2","0","0","2","0","0","0","Aug 25, 2017","['Adventure', 'Indie', 'Simulator']"
"3.2","0","0","0","0","0","0","TBD","[]"
"3.2","0","0","1","0","0","0","TBD","[]"
"3.2","1","0","0","0","1","0","TBD","['Adventure']"
"3.2","1","0","0","0","0","0","TBD","[]"
"3.2","7","0","6","2","4","1","Apr 04, 2019","['Adventure', 'Point-and-Click', 'Puzzle']"
"2.9","24","0","8","11","8","2","Nov 22, 2007","['Adventure']"
"1.8","9","0","2","0","0","6","Nov 20, 2020","['Adventure', 'Indie', 'Simulator']"
"3.2","1","0","4","9","6","0","Sep 01, 2023","['Adventure', 'Brawler', 'Indie', 'Platform']"
"3.2","4","0","0","0","1","0","Jul 28, 2017","['Fighting', 'Sport']"
"3.2","0","0","1","0","2","0","Jun 01, 1980","['Adventure', 'Puzzle']"
"3.2","6","0","1","0","2","0","Mar 23, 1985","['Arcade', 'Fighting', 'Platform']"
"3.2","0","0","2","0","0","0","Dec 15, 1995","['Card & Board Game', 'Quiz/Trivia']"
"3.2","0","0","1","0","1","0","Jun 18, 2007","['Puzzle']"
"3.2","1","0","0","0","0","0","Dec 31, 1995","[]"
"3.4","11","1","3","5","5","1","Sep 30, 2007","['Adventure']"
"3.2","0","0","0","0","1","0","Aug 19, 2021","['Adventure']"
"3.2","7","0","0","3","3","2","Aug 27, 2021","['Adventure', 'Indie']"
"3.2","4","0","1","0","0","0","TBD","['Puzzle']"
"3.2","1","0","0","0","0","0","TBD","['Quiz/Trivia']"
"3.2","1","0","0","0","0","0","Mar 10, 2021","[]"
"3.3","9","1","10","7","9","0","May 27, 2010","['Strategy']"
"3.1","47","1","7","3","1","1","Apr 24, 2019","['Arcade', 'Indie']"
"1.6","102","0","13","5","8","4","Oct 30, 2002","[]"
"2.8","56","0","11","9","26","2","Nov 01, 1983","['Strategy', 'Tactical']"
"3.1","330","0","33","7","27","21","Aug 04, 2015","['Adventure', 'Brawler']"
"1.8","53","0","11","0","19","4","Dec 11, 2000","['Sport']"
"2.8","183","2","26","10","46","7","Aug 27, 1997","['Platform', 'Shooter']"
"2.9","306","2","26","17","34","10","Nov 05, 2019","['Music']"
"3.2","2","0","3","0","4","0","Aug 30, 2019","['Indie']"
"3.2","4","0","2","0","0","3","Oct 03, 2018","['Adventure']"
"3.2","3","0","7","3","1","0","Jun 05, 2015","[]"
"3.2","4","0","1","0","4","0","Mar 27, 2015","[]"
"3.2","1","0","12","0","8","0","Sep 06, 2019","['Indie', 'Shooter', 'Simulator']"
"2.7","44","0","24","0","8","3","Feb 12, 2013","['Racing', 'Simulator', 'Sport']"
"3.2","2","1","2","4","2","1","Dec 18, 2003","['Puzzle']"
"3.2","5","0","10","9","3","1","Nov 19, 2009","['RPG']"
"3.2","3","0","1","3","5","0","Apr 22, 2019","['Adventure', 'Indie']"
"3.6","53","1","24","15","26","3","Apr 14, 2001","['Simulator']"
"2.5","26","1","7","1","8","2","Nov 30, 2016","['Indie', 'RPG', 'Simulator', 'Strategy']"
"2.8","14","1","37","3","11","3","Apr 18, 2018","['Adventure', 'Fighting', 'Indie', 'RPG', 'Strategy']"
"3.2","3","0","1","0","0","0","Dec 10, 2015","['Adventure', 'Indie', 'Platform']"
"2.0","6","0","5","4","2","0","Sep 29, 2017","['Adventure', 'Indie']"
"3.7","3","0","3","7","4","0","Dec 31, 1997","['Adventure', 'Shooter', 'Simulator', 'Strategy']"
"3.2","0","0","2","0","2","0","Dec 31, 1994","[]"
"3.3","7","0","0","2","2","0","Aug 29, 2001","[]"
"3.2","1","0","6","4","5","0","Nov 27, 1998","['Sport']"
"2.8","4","0","4","7","4","0","Jul 19, 2018","['Indie']"
"3.2","3","1","0","0","0","0","Jun 12, 2014","['Fighting', 'RPG', 'Sport']"
"3.2","23","0","2","1","1","1","Dec 31, 2001","['Arcade']"
"2.3","16","5","60","9","14","2","Aug 01, 2018","['Adventure', 'Indie', 'RPG', 'Strategy', 'Visual Novel']"
"3.5","191","2","6","3","19","2","Oct 26, 2010","['Adventure', 'RPG', 'Simulator', 'Strategy']"
"3.6","190","0","24","15","24","12","Jan 11, 2012","['Adventure', 'Brawler', 'Fighting', 'Indie', 'Platform']"
"1.7","245","4","127","12","61","29","Sep 18, 2020","['Arcade', 'Fighting', 'Sport']"
"3.7","3","0","0","0","0","1","May 31, 2019","['Indie', 'Tactical']"
"3.2","4","0","1","1","0","0","TBD","['Indie']"
"3.2","1","0","1","0","0","0","Feb 04, 2014","[]"
"3.3","31","4","18","19","11","4","Dec 11, 2020","['Shooter']"
"0.8","15","0","3","0","5","0","Sep 24, 2015","['Indie', 'RPG']"
"3.6","27","0","32","21","19","1","Mar 10, 2004","['Adventure']"
"3.0","15","0","5","0","3","0","Apr 07, 2014","['Brawler', 'RPG']"
"1.9","20","0","1","0","1","1","Jun 03, 2013","['Puzzle']"
"3.2","1","0","1","1","1","0","TBD","[]"
"2.9","22","0","4","1","3","1","Oct 27, 2009","['Arcade', 'Music']"
"3.0","143","1","49","16","43","15","Jan 08, 1991","['Platform', 'Shooter', 'Simulator', 'Strategy']"
"2.1","53","2","70","6","30","0","Sep 22, 2010","['Adventure', 'Arcade', 'Shooter']"
"2.7","121","3","27","14","11","6","Dec 08, 2015","['Adventure', 'Indie', 'Platform']"
"2.3","11","0","2","0","5","2","Dec 12, 2011","['Adventure', 'Puzzle']"
"2.8","33","0","16","12","10","1","Jun 15, 2010","['Arcade', 'Indie', 'Shooter']"
"4.2","50","4","42","30","21","5","Sep 25, 2008","['Simulator', 'Strategy']"
"3.5","111","4","43","28","36","17","Apr 13, 2016","['Adventure', 'Simulator', 'Strategy']"
"4.0","102","11","22","26","41","28","Jul 20, 2020","['Simulator', 'Sport', 'Strategy']"
"3.1","76","5","102","40","31","13","May 05, 2020","['Adventure', 'Indie', 'Point-and-Click', 'Puzzle', 'Simulator']"
"2.8","446","2","90","14","30","9","May 30, 2014","['Platform', 'Simulator', 'Strategy', 'Turn Based Strategy']"
"3.7","206","1","31","21","20","20","Jul 25, 2013","['Adventure', 'Puzzle', 'Visual Novel']"
"3.2","3","0","17","0","9","1","Jun 15, 2018","['Indie', 'Platform']"
"3.2","472","21","155","172","142","80","Aug 11, 2021","['Adventure', 'Indie', 'RPG', 'Simulator']"
"2.6","30","0","16","7","8","1","Feb 05, 2013","['Arcade']"
"3.2","1","0","0","0","0","1","TBD","[]"
"2.7","9","0","1","7","2","0","Aug 13, 2017","['Platform']"
"2.8","18","0","5","3","2","1","Dec 01, 2011","['Arcade', 'Simulator']"
"2.8","8","0","1","3","5","1","Dec 03, 2017","['Adventure', 'Indie', 'Visual Novel']"
"2.5","176","0","19","9","25","10","Sep 18, 2000","['Racing']"
"3.2","2","0","1","1","3","1","Feb 21, 2018","['RPG', 'Strategy', 'Tactical']"
"3.2","5","0","1","2","5","0","Dec 31, 1996","['Platform']"
"3.8","9","1","14","6","8","1","May 26, 2019","['Brawler', 'Platform']"
"3.2","2","0","1","1","0","1","Sep 14, 2016","[]"
"2.7","17","1","39","31","27","1","Apr 25, 2006","['Adventure', 'Shooter']"
"3.1","138","1","19","8","20","10","Dec 17, 2007","['Racing', 'Sport']"
"2.9","29","0","27","3","10","5","Sep 22, 2015","['Indie', 'Platform']"
"3.0","189","1","30","24","17","6","Jul 11, 2016","['Adventure', 'Indie', 'Point-and-Click', 'Puzzle']"
"3.4","452","8","281","91","78","17","Feb 25, 2016","['Adventure', 'Indie', 'Puzzle', 'RPG']"
"3.5","103","0","25","20","19","0","Sep 25, 2012","['Fighting']"
"3.3","56","4","84","32","29","2","Jul 02, 2010","['RPG']"
"3.2","61","1","10","3","14","3","Jun 01, 1985","['Arcade', 'Sport']"
"4.0","7","2","68","78","45","1","May 20, 1999","['Adventure', 'RPG']"
"3.8","60","3","42","43","26","12","Jan 16, 2020","['Arcade', 'Brawler', 'Fighting', 'Indie', 'Platform']"
"2.9","164","1","9","5","17","1","Sep 30, 1999","['Sport']"
"2.4","52","0","20","2","8","1","Mar 05, 2013","['Fighting', 'Platform', 'Shooter']"
"2.0","5","0","6","0","1","0","Sep 29, 2015","['Adventure', 'Indie']"
"2.5","14","0","5","4","2","2","Jul 21, 2009","['Music']"
"3.7","11","0","4","1","1","1","Jun 23, 2014","['Real Time Strategy', 'Strategy']"
"2.5","38","0","39","5","15","2","Aug 30, 2016","['Indie', 'Platform', 'Puzzle', 'Strategy']"
"2.3","10","0","6","2","6","0","Mar 28, 1992","['Adventure', 'Platform']"
"3.2","1","0","0","1","0","0","Dec 31, 2018","['Simulator', 'Strategy']"
"1.8","21","0","5","0","5","2","Mar 31, 2015","['Adventure', 'Indie', 'Shooter', 'Simulator']"
"2.8","28","0","2","0","0","3","Nov 13, 2008","['Strategy', 'Turn Based Strategy']"
"2.7","49","0","18","7","8","1","Apr 24, 2005","['Adventure']"
"3.2","2","0","3","0","2","0","Jan 18, 2018","['Arcade', 'Sport']"
"3.3","130","0","8","6","21","6","Apr 02, 2015","['Adventure', 'RPG', 'Tactical']"
"2.9","96","4","47","18","41","11","Mar 30, 2017","['Brawler']"
"3.3","282","1","40","11","33","13","Jan 15, 2009","['Arcade', 'Sport']"
"3.2","0","0","1","2","0","0","Feb 04, 2015","['Simulator']"
"3.2","3","0","0","0","0","0","Sep 14, 2017","['Adventure', 'Indie', 'RPG', 'Strategy']"
"3.2","2","0","3","2","5","0","TBD","[]"
"3.2","0","0","1","2","0","0","Jan 08, 2018","['Indie', 'Simulator', 'Strategy']"
"3.2","2","0","3","5","0","0","Dec 08, 2000","['Puzzle']"
"3.2","2","0","2","0","0","0","Oct 11, 2018","['Indie']"
"2.0","8","0","2","0","1","0","Jun 04, 2019","['Puzzle']"
"3.2","2","0","0","0","0","0","TBD","[]"
"3.2","0","0","12","0","5","1","Aug 17, 2017","['Arcade', 'Indie', 'Shooter']"
"3.2","0","0","13","1","6","0","Jun 06, 2020","['Sport']"
"3.2","4","0","3","3","5","0","Sep 26, 2013","['Visual Novel']"
"3.1","43","0","22","40","18","6","Dec 01, 2020","['Indie', 'RPG', 'Visual Novel']"
"3.2","3","0","2","0","0","0","Aug 25, 2020","['Indie', 'Sport']"
"3.2","1","0","1","0","1","0","Mar 15, 2021","['Indie', 'Strategy']"
"3.2","2","0","0","0","2","0","Mar 05, 2021","['Adventure', 'Indie', 'Simulator']"
"3.2","0","0","1","1","0","0","Feb 17, 2021","[]"
"3.2","0","0","3","0","0","0","May 25, 2021","['Adventure']"
"3.2","2","0","1","0","0","0","Aug 18, 2016","['Adventure']"
"3.2","5","0","0","0","1","0","Dec 31, 1984","['Arcade', 'Brawler']"
"3.2","4","0","5","0","5","0","TBD","['Music', 'Simulator']"
"3.2","0","0","4","36","18","0","TBD","['Adventure', 'Indie']"
"3.2","2","0","0","0","1","1","Jun 01, 2017","['Adventure']"
"3.2","5","0","0","0","1","0","Oct 14, 2002","['Card & Board Game', 'Strategy']"
"2.8","10","0","0","1","1","1","Apr 02, 2011","['Indie', 'Shooter']"
"3.2","2","0","1","0","0","0","Sep 27, 2004","[]"
"3.2","2","0","0","0","1","0","Nov 14, 2015","['Adventure', 'Indie', 'Simulator']"
"3.2","0","0","3","1","1","0","TBD","['Adventure']"
"3.2","1","0","0","0","1","0","Dec 31, 1982","['Arcade', 'Sport']"
"3.2","2","0","0","0","0","0","TBD","[]"
"2.9","15","0","3","2","4","0","Jun 20, 2017","['Indie']"
"3.2","1","0","0","1","0","0","TBD","['Platform']"
"3.2","3","0","0","0","1","1","Nov 16, 2005","[]"
"3.2","1","0","1","0","0","0","Mar 20, 2018","['Indie']"
"3.2","4","0","9","3","3","1","Dec 31, 1997","['Adventure', 'Point-and-Click']"
"3.2","1","0","0","1","0","0","TBD","['Adventure', 'Indie']"
"3.2","1","0","2","2","2","1","Mar 16, 2007","['Adventure', 'Platform']"
"3.2","7","0","7","4","6","0","Apr 24, 2020","['Adventure', 'Indie', 'Simulator']"
"3.2","0","0","2","1","1","0","Jul 24, 2022","['Adventure', 'Arcade', 'Indie', 'RPG', 'Simulator', 'Strategy']"
"3.2","1","0","0","1","1","0","Jan 28, 2022","['Arcade', 'Platform', 'Shooter']"
"3.4","10","0","0","1","1","1","May 02, 2007","['Card & Board Game']"
"3.2","2","0","0","1","6","1","Dec 25, 2010","['Shooter']"
"1.8","6","0","1","1","2","0","May 10, 2002","['Adventure', 'RPG']"
"3.2","0","0","0","0","2","0","Jul 27, 2018","['Puzzle', 'Quiz/Trivia']"
"3.4","49","0","2","1","4","2","Jul 17, 2007","['Sport']"
"3.2","0","0","0","3","4","0","TBD","['Indie', 'RPG']"
"3.2","0","0","1","0","0","0","Sep 21, 2015","['Indie', 'RPG']"
"2.3","5","0","1","0","4","0","Dec 31, 1985","['Arcade', 'Platform']"
"3.2","1","0","1","0","5","0","Dec 01, 1987","['Arcade', 'Shooter']"
"3.2","1","0","3","0","1","0","Dec 31, 1995","['Puzzle']"
"2.5","28","0","7","2","5","1","Nov 02, 2006","[]"
"3.2","1","0","0","1","0","0","TBD","['Simulator']"
"3.2","1","0","1","1","0","0","Nov 01, 1998","['Adventure', 'RPG']"
"0.7","7","0","1","1","2","3","Oct 07, 2019","['Adventure', 'Indie', 'Platform']"
"3.2","6","2","5","7","6","0","Oct 07, 2021","['Adventure', 'Indie', 'Simulator']"
"3.2","1","0","0","0","1","0","Jun 19, 2020","['Arcade', 'Sport']"
"3.0","7","0","3","7","9","3","Oct 18, 2022","['Adventure', 'Indie']"
"3.2","0","0","6","5","6","0","Mar 01, 2023","['Indie', 'RPG', 'Simulator', 'Strategy']"
"3.2","0","0","1","1","0","0","Jul 21, 2022","['Fighting']"
"3.2","1","0","1","0","1","0","Jun 17, 2022","['Adventure', 'Simulator']"
"3.2","2","1","2","1","3","0","Sep 30, 2000","['Shooter']"
"3.2","32","0","18","7","19","0","Feb 07, 2002","['Puzzle']"
"4.0","17","1","2","0","1","1","Sep 29, 2000","['Simulator', 'Strategy']"
"3.2","2","0","1","0","1","0","May 25, 2015","['Indie', 'Racing']"
"2.5","4","1","8","5","3","0","Oct 27, 2015","['Adventure', 'RPG']"
"1.5","4","0","1","2","2","1","Oct 12, 2007","['Adventure']"
"3.2","0","0","2","0","0","0","Dec 31, 1987","['Arcade']"
"3.2","3","0","5","0","3","0","Dec 31, 2001","[]"
"4.1","27","2","18","7","14","1","Mar 09, 2001","['RPG']"
"3.2","1","0","0","2","0","0","Apr 11, 2019","['Indie', 'Racing', 'Sport']"
"3.2","3","0","2","0","0","1","Mar 10, 2022","['Indie']"
"3.2","4","0","0","0","1","0","Aug 06, 2018","[]"
"3.2","0","0","2","0","0","0","Jul 23, 2021","['Adventure', 'Indie']"
"3.1","16","0","0","0","1","0","Dec 18, 2007","['Quiz/Trivia']"
"2.4","39","2","10","1","4","4","Dec 15, 2021","['Indie', 'Platform']"
"4.4","6","0","6","4","7","0","Apr 16, 2022","['Indie']"
"3.2","1","0","1","0","1","0","Mar 16, 2005","['Arcade']"
"2.0","4","0","1","0","0","0","May 18, 2017","['Indie', 'Shooter']"
"3.2","1","0","0","2","0","0","Mar 16, 2013","['Arcade', 'Shooter']"
"3.2","5","0","0","2","1","0","Dec 27, 2019","['Arcade']"
"3.2","1","0","3","0","2","1","TBD","[]"
"3.2","0","0","1","1","1","0","Jul 31, 2020","['RPG']"
"3.2","7","0","2","11","8","2","Nov 28, 2020","['Indie']"
"3.2","2","0","0","1","0","0","May 25, 2021","['Indie']"
"3.2","0","0","0","2","2","0","Feb 05, 2021","['Simulator', 'Strategy']"
"3.2","0","0","1","1","1","0","Sep 16, 2020","['Adventure', 'Indie', 'RPG']"
"3.2","2","0","0","0","0","0","TBD","[]"
