"Rating","Plays","Playing","Backlogs","Wishlist","Lists","Reviews","Release_Date","Genres"
"3.2","0","0","1","2","2","0","Jul 01, 2023","['Adventure', 'Indie', 'Point-and-Click', 'Puzzle', 'Visual Novel']"
"0.5","5","1","1","1","0","0","Feb 28, 2023","['Adventure', 'Arcade', 'Indie', 'Shooter', 'Strategy', 'Tactical']"
"3.2","2","0","0","0","0","0","TBD","[]"
"3.2","1","0","0","2","0","0","TBD","[]"
"3.2","2","0","0","0","0","0","Dec 31, 1989","['Pinball']"
"3.0","26","0","5","1","12","3","Feb 22, 1983","['Adventure', 'Arcade', 'Shooter']"
"2.6","24","0","24","21","17","2","Apr 28, 2005","['RPG', 'Strategy', 'Tactical']"
"3.2","3","0","1","0","1","0","May 07, 2001","['Sport']"
"3.2","3","0","0","0","2","1","Feb 01, 1997","['Shooter']"
"3.2","5","0","0","0","1","0","Jul 08, 2014","['Brawler']"
"3.6","11","0","2","0","1","1","Dec 31, 1998","['Simulator']"
"3.2","1","0","1","0","0","0","Feb 27, 2014","['Puzzle']"
"3.2","0","0","2","2","0","0","Sep 03, 1998","['Visual Novel']"
"4.1","17","0","4","4","4","0","Feb 19, 2020","['Adventure', 'RPG']"
"3.2","0","0","0","3","0","0","Nov 05, 2021","['Card & Board Game', 'Indie', 'Simulator', 'Strategy', 'Turn Based Strategy']"
"3.2","0","1","0","2","0","0","Dec 22, 2021","['Indie', 'RPG', 'Simulator', 'Visual Novel']"
"3.2","2","0","0","0","0","0","Jul 12, 2010","['Adventure', 'Indie', 'Platform']"
"3.2","0","0","2","0","0","0","Apr 11, 2023","['Adventure', 'Indie']"
"3.3","5","0","7","4","8","2","Sep 30, 2021","['Adventure']"
"2.4","72","0","1","1","2","4","Jan 12, 2012","['Real Time Strategy']"
"3.2","1","0","1","0","1","0","TBD","[]"
"2.7","70","1","3","1","2","3","Nov 08, 2012","['Arcade', 'Puzzle']"
"3.2","4","0","1","0","1","0","Jul 26, 2018","['Indie']"
"3.2","6","0","0","1","0","0","Aug 27, 2019","['Racing', 'Simulator', 'Sport']"
"3.2","2","0","0","0","1","0","Dec 21, 2021","['Indie']"
"3.2","3","0","0","0","1","0","Mar 10, 2015","[]"
"3.2","1","0","1","0","0","0","Feb 02, 2023","['Sport']"
"3.0","7","0","1","0","0","0","Dec 31, 2002","['Shooter']"
"3.2","3","0","0","0","0","0","May 15, 2017","['Indie']"
"3.3","11","1","3","1","3","3","Dec 31, 2003","['Simulator', 'Strategy']"
"3.2","1","0","0","2","0","0","Mar 06, 2015","['Indie', 'Platform', 'Puzzle', 'Shooter', 'Strategy']"
"3.2","3","0","0","0","1","1","Dec 06, 2015","['Adventure', 'Shooter']"
"3.2","1","0","3","3","1","1","Oct 29, 2018","['Indie', 'RPG', 'Strategy']"
"3.2","2","0","2","8","2","0","Feb 11, 1999","['Simulator']"
"3.2","2","0","10","0","6","0","Aug 08, 2019","['Indie']"
"3.0","21","2","24","8","11","5","Dec 12, 2019","['Adventure', 'Indie', 'Platform', 'RPG']"
"3.2","0","0","2","0","1","0","Feb 03, 2020","['Indie']"
"3.2","0","0","0","2","1","0","Feb 28, 2020","['Adventure', 'Arcade', 'Indie', 'Shooter']"
"3.2","1","0","10","0","1","0","Dec 31, 2021","['Arcade', 'Indie']"
"3.2","2","0","0","1","0","0","TBD","[]"
"3.2","1","0","0","1","0","0","TBD","[]"
"3.2","1","0","1","0","1","0","Jul 23, 2022","['Adventure', 'Indie', 'Simulator', 'Strategy']"
"3.2","1","0","1","0","1","0","Apr 30, 2022","['Visual Novel']"
"2.7","4","0","1","1","2","0","Jun 29, 2021","['Adventure', 'Indie', 'Simulator']"
"3.2","4","0","4","0","1","0","Apr 07, 2006","['Simulator']"
"3.2","0","0","0","0","0","1","Sep 03, 2010","['Indie', 'Puzzle', 'Shooter']"
"3.2","13","1","0","1","1","0","Sep 28, 2012","['Simulator', 'Strategy']"
"3.2","4","0","1","1","0","0","Sep 16, 2014","['Arcade', 'Platform']"
"3.2","2","0","0","0","0","0","Dec 01, 2008","[]"
"3.2","20","0","4","1","2","0","Oct 20, 2002","['Adventure']"
"3.2","7","0","0","0","3","0","Dec 31, 2004","[]"
"2.6","4","0","0","1","0","1","Jan 17, 2018","['Adventure', 'Indie']"
"3.2","2","0","0","0","1","0","TBD","['Platform']"
"3.2","0","0","1","3","2","0","TBD","['Adventure']"
"3.2","2","0","1","1","0","0","Jul 25, 2014","['Adventure', 'Indie', 'Shooter']"
"2.6","12","0","0","1","4","3","Mar 11, 2005","['Arcade']"
"3.2","2","0","0","0","0","0","Aug 27, 2015","['Adventure', 'Indie', 'Platform']"
"2.9","48","4","2","3","5","3","May 03, 2004","['Simulator', 'Strategy']"
"3.2","3","1","1","1","0","1","Sep 19, 2019","['Indie']"
"3.2","0","0","2","1","1","0","Dec 20, 2001","['Adventure']"
"3.2","2","0","0","0","0","0","Jul 01, 2020","['Indie']"
"3.2","1","0","0","2","0","0","May 27, 2010","['RPG']"
"3.2","0","0","1","1","1","0","TBD","['Adventure', 'Indie']"
"2.3","4","0","0","1","3","0","Apr 04, 2016","['Indie']"
"3.2","4","0","0","0","2","0","Dec 31, 2005","['Adventure']"
"1.7","3","0","2","0","0","1","Oct 24, 2013","['Adventure', 'Arcade', 'Puzzle', 'Shooter']"
"3.2","3","0","0","0","0","0","May 27, 2020","['Indie', 'Strategy']"
"3.2","3","0","0","0","1","0","May 17, 2021","['Indie', 'Racing']"
"3.2","2","0","1","1","1","0","Aug 26, 2021","['Indie', 'Simulator', 'Strategy']"
"3.2","0","0","0","1","0","0","Jun 17, 2021","['Adventure', 'Indie', 'Platform', 'Shooter']"
"3.2","1","0","1","0","0","0","Jan 12, 2021","['Adventure']"
"3.2","2","0","0","0","0","0","Jul 18, 2022","['Indie']"
"3.2","1","0","0","1","3","0","Nov 21, 2005","['RPG', 'Shooter']"
"3.2","6","0","12","3","6","2","Feb 15, 1996","['Shooter']"
"3.2","2","0","0","1","0","0","Jan 22, 2009","['Fighting']"
"3.2","1","0","0","0","3","0","TBD","[]"
"3.2","1","0","1","0","0","0","Dec 31, 1993","['Strategy']"
"3.2","5","0","0","1","1","0","TBD","['Shooter']"
"2.4","16","0","1","0","5","0","Mar 31, 1999","['Platform']"
"3.2","2","0","1","0","1","0","Nov 30, 2017","['Real Time Strategy', 'Strategy']"
"3.2","0","1","2","0","0","0","Jun 20, 2020","['Indie', 'Simulator']"
"3.2","2","0","1","7","4","0","May 03, 2021","['Adventure', 'Indie', 'Puzzle', 'Simulator']"
"3.2","2","0","2","2","2","0","Feb 02, 2022","['Adventure', 'Indie']"
"3.2","0","0","0","2","1","0","TBD","['Adventure']"
"4.6","43","7","9","9","10","2","Mar 24, 2023","['Adventure', 'Puzzle', 'Shooter']"
"3.2","2","0","0","1","4","0","Jul 13, 2015","['Platform']"
"2.1","21","0","2","2","13","1","Sep 30, 1999","['Sport']"
"3.2","1","0","2","1","0","0","Aug 08, 2016","['Indie']"
"3.2","0","0","0","0","0","0","Aug 30, 2017","['Strategy']"
"3.2","1","0","3","1","1","0","Jan 18, 2010","['Platform', 'Shooter']"
"3.2","1","0","4","2","1","0","May 27, 2021","['Adventure', 'Indie', 'Shooter']"
"3.2","1","0","1","3","0","0","Feb 24, 2012","['Visual Novel']"
"3.6","47","5","14","12","9","5","Oct 30, 2020","['Adventure', 'Indie', 'Puzzle']"
"3.2","0","0","4","3","2","0","May 06, 2021","['Adventure', 'Indie']"
"3.2","0","0","2","0","0","0","Sep 21, 2022","['Indie']"
"3.2","1","0","1","0","4","1","TBD","['RPG']"
"3.2","1","0","1","0","0","0","Dec 31, 2001","['Platform']"
"3.2","3","0","1","1","1","0","Sep 19, 2021","['Visual Novel']"
"3.2","0","0","2","2","0","0","Mar 13, 2017","['Adventure']"
"3.2","2","0","0","0","1","0","Oct 22, 2007","['Racing']"
"3.2","0","0","10","0","6","0","Nov 10, 2017","['Indie', 'Simulator', 'Strategy']"
"3.2","0","0","2","0","0","0","May 04, 2014","['Adventure', 'Indie']"
"3.2","0","0","4","1","1","0","Dec 31, 1983","[]"
"3.2","0","0","3","0","1","0","Aug 26, 2019","['Indie']"
"3.2","1","0","1","0","0","0","Oct 24, 2017","['Indie', 'Simulator', 'Strategy']"
"3.2","0","0","2","0","0","0","Jan 18, 2020","['Adventure', 'Indie']"
"3.2","0","0","0","3","0","0","May 14, 2021","['RPG', 'Strategy']"
"3.2","4","0","1","0","0","2","Mar 16, 2021","['Simulator']"
"3.2","0","0","2","0","0","0","May 04, 2021","['Adventure']"
"3.2","0","0","0","0","1","0","Sep 13, 2022","['Adventure', 'Indie']"
"3.2","0","0","1","1","2","0","TBD","['Indie', 'Puzzle', 'Simulator']"
"2.5","90","0","13","7","21","5","Jun 15, 2001","['Adventure']"
"3.5","292","51","113","81","64","19","Apr 28, 2020","['Adventure', 'Arcade', 'Racing', 'Simulator']"
"2.9","20","0","12","3","14","2","Dec 17, 1999","['RPG']"
"3.7","60","3","20","11","13","5","Nov 07, 2019","['Indie', 'Puzzle', 'Strategy']"
"3.0","113","1","22","7","15","7","Apr 23, 2014","['Adventure', 'Indie', 'Platform', 'Puzzle']"
"2.8","66","0","74","4","15","4","Mar 31, 2017","['Adventure', 'Indie', 'Shooter', 'Simulator']"
"3.2","363","0","45","39","43","7","Nov 18, 2008","['Adventure', 'Fighting']"
"3.4","23","0","12","11","8","0","Dec 31, 1993","['Adventure', 'Platform', 'RPG']"
"2.8","182","2","92","25","55","5","May 08, 2013","['Platform', 'Puzzle']"
"3.7","16","2","104","105","60","2","Mar 29, 2001","['RPG', 'Simulator']"
"2.3","28","0","27","7","12","5","Jun 17, 2008","['Adventure', 'Puzzle']"
"3.2","1","0","0","2","1","0","Oct 23, 2014","[]"
"3.2","1","0","0","0","1","0","TBD","['Simulator']"
"3.2","29","1","11","3","10","4","Nov 30, 2017","['Adventure', 'Arcade', 'Indie', 'Platform']"
"3.2","2","0","10","4","5","0","Nov 07, 2018","['Indie', 'RPG', 'Simulator', 'Strategy']"
"3.0","4","0","1","0","2","0","May 17, 2018","['Adventure', 'Indie', 'Shooter', 'Strategy']"
"1.7","45","0","3","3","2","5","Oct 28, 2019","['Puzzle']"
"3.2","1","0","0","1","0","0","Jun 02, 2006","['Racing']"
"0.8","17","0","2","0","7","1","Dec 31, 1979","['Simulator']"
"3.2","4","0","2","2","3","0","Dec 31, 1987","['Shooter', 'Simulator']"
"2.8","30","0","47","13","20","1","Nov 10, 2014","['Adventure', 'Indie', 'Platform', 'RPG']"
"1.3","26","0","6","4","8","4","May 29, 2013","['Adventure', 'Shooter']"
"2.6","12","2","4","2","2","1","Apr 22, 2009","['Puzzle']"
"3.2","1","0","0","0","0","0","May 07, 2014","[]"
"2.1","32","0","32","1","11","3","Mar 07, 2014","['Indie', 'Sport']"
"3.2","3","0","1","0","2","0","Jun 03, 2014","['Indie', 'Platform']"
"3.5","4","0","1","1","1","0","Apr 29, 2014","['Platform', 'Puzzle']"
"1.4","10","0","1","0","4","2","Feb 04, 2015","['Adventure', 'Indie']"
"2.2","3","0","2","0","5","0","Jan 21, 1992","['Sport']"
"3.2","96","0","6","7","10","6","Feb 04, 1998","['Card & Board Game', 'Strategy', 'Turn Based Strategy']"
"3.4","155","2","102","68","24","5","Jun 24, 2005","[]"
"3.0","260","2","8","2","16","13","Apr 26, 2012","['Strategy']"
"3.9","12","0","5","3","9","2","Oct 01, 2014","['Brawler', 'Shooter']"
"1.5","24","0","4","0","12","3","Jan 01, 2006","['Racing']"
"1.6","7","1","5","6","6","1","Jan 13, 2016","['RPG', 'Simulator']"
"2.9","14","0","7","1","1","1","Oct 03, 2013","['Indie', 'Music', 'Shooter']"
"3.6","64","2","112","75","61","7","Aug 29, 2002","['Simulator', 'Strategy']"
"2.9","12","0","6","1","7","0","Dec 31, 1984","['Arcade']"
"3.2","6","0","0","1","0","0","Jun 08, 2017","['Indie', 'Puzzle', 'Strategy']"
"3.7","31","2","6","5","6","2","Nov 18, 2014","['Adventure', 'RPG', 'Tactical']"
"3.9","189","9","140","76","40","7","Jun 27, 2013","['Adventure', 'RPG']"
"2.9","16","0","3","1","4","0","Aug 18, 2009","[]"
"3.2","2","2","1","1","2","0","Nov 17, 2016","['Visual Novel']"
"3.2","0","0","14","0","8","1","Jun 05, 2019","['Arcade', 'Indie']"
"3.1","66","0","6","5","7","1","May 25, 2016","['Adventure', 'Indie', 'Simulator']"
"2.8","30","0","18","2","8","2","May 05, 2014","['Indie']"
"3.2","6","0","0","0","0","0","Apr 05, 2016","['Real Time Strategy', 'Simulator', 'Strategy']"
"3.2","67","10","90","35","21","4","May 27, 2019","['Indie', 'RPG', 'Strategy', 'Turn Based Strategy']"
"3.0","68","2","67","29","36","1","Aug 20, 2009","['RPG', 'Simulator', 'Strategy']"
"3.9","174","3","38","58","49","25","Apr 30, 2007","['Fighting']"
"3.6","138","11","159","63","32","9","Apr 25, 2014","['Adventure', 'Visual Novel']"
"2.9","156","2","79","42","40","9","Oct 30, 2014","['Brawler']"
"1.9","18","0","23","1","5","1","Aug 14, 2015","['Adventure', 'Indie', 'RPG']"
"2.7","32","0","9","1","20","0","Aug 31, 1999","['Puzzle']"
"3.6","60","0","25","19","16","1","May 15, 1995","['Platform']"
"1.8","14","0","4","5","7","1","Dec 31, 1998","['Brawler', 'Fighting', 'Platform']"
"3.4","85","4","51","32","32","5","May 12, 2009","['Adventure', 'Arcade', 'Platform', 'Shooter']"
"1.9","29","0","27","1","10","1","Nov 01, 2016","['Adventure', 'Indie', 'Platform']"
"2.4","186","6","2","3","26","14","Aug 28, 2014","['Adventure', 'Point-and-Click', 'Puzzle']"
"3.2","63","1","67","19","26","4","Nov 27, 2003","['Card & Board Game', 'Strategy', 'Tactical', 'Turn Based Strategy']"
"3.6","22","1","17","5","8","0","Aug 03, 2005","['Shooter', 'Simulator', 'Tactical']"
"3.8","71","0","44","22","35","8","Dec 31, 2000","['Shooter']"
"3.2","4","0","2","2","0","0","Oct 22, 2018","['Arcade', 'Indie', 'Platform', 'Shooter']"
"3.2","0","0","0","1","1","0","Apr 22, 2019","['Adventure', 'Indie', 'RPG', 'Shooter']"
"2.5","15","0","0","2","8","3","May 31, 2008","['Simulator']"
"3.3","141","7","85","48","60","26","Jun 20, 2018","['Adventure', 'Arcade', 'Indie', 'Music', 'Platform', 'Puzzle', 'Sport']"
"3.3","8","0","0","1","1","0","Jul 12, 2009","['Simulator', 'Strategy']"
"3.2","3","0","0","0","1","0","Dec 10, 2019","['Fighting', 'Sport']"
"3.2","1","0","0","0","0","0","Apr 30, 2005","['Simulator', 'Strategy']"
"3.2","1","0","2","0","0","0","Dec 06, 2010","[]"
"3.2","1","0","3","3","2","0","Oct 14, 2022","['Adventure', 'Arcade', 'Indie', 'RPG', 'Shooter', 'Strategy']"
"3.2","0","0","0","3","0","0","May 20, 2021","['RPG', 'Simulator']"
"3.2","3","0","8","1","3","0","May 14, 2021","['Indie', 'Platform', 'Puzzle']"
"3.2","0","0","2","0","0","0","Jul 14, 2021","['Indie', 'Platform', 'Racing']"
"3.2","0","0","1","1","0","0","TBD","['Indie', 'Simulator']"
"3.2","2","0","0","0","1","0","Jan 26, 2017","['Adventure', 'Indie']"
"3.2","1","0","0","3","2","0","Jan 12, 2017","['Adventure', 'Indie', 'Puzzle']"
"2.5","534","1","13","6","27","18","Nov 23, 2009","['Arcade', 'Indie', 'Music', 'Platform']"
"2.4","244","2","36","13","36","4","Oct 09, 2007","['Adventure', 'Platform']"
"3.4","27","0","3","0","8","1","Dec 03, 2004","[]"
"3.0","144","3","137","7","61","5","Jun 25, 2008","['Adventure', 'Card & Board Game', 'Indie', 'Strategy', 'Turn Based Strategy']"
"3.2","0","0","1","6","4","0","Sep 07, 2023","['Visual Novel']"
"2.6","43","1","23","3","9","3","Aug 11, 2015","['Adventure', 'Indie', 'Platform']"
"2.0","434","0","82","42","83","32","Aug 26, 2004","['Adventure', 'Arcade', 'Pinball', 'Sport']"
"3.0","55","0","1","0","3","0","Apr 15, 2008","['Adventure', 'RPG', 'Simulator']"
"3.1","18","0","9","1","5","0","Feb 25, 2003","['RPG', 'Strategy', 'Tactical', 'Turn Based Strategy']"
"2.8","11","0","15","16","8","0","Sep 05, 2001","['Adventure', 'Puzzle']"
"3.2","4","0","8","0","1","0","Oct 31, 2019","['Indie', 'RPG']"
"1.4","20","0","6","6","2","1","Oct 18, 2005","['Adventure', 'Platform']"
"3.2","59","0","3","2","4","3","Apr 15, 2013","['Arcade', 'Platform', 'Racing']"
"3.8","177","13","59","49","49","14","Oct 23, 2008","['Simulator']"
"2.5","226","26","321","92","75","10","Mar 29, 2018","['Adventure', 'RPG']"
"2.7","3","1","0","0","1","1","Mar 28, 2017","['Adventure', 'Real Time Strategy', 'Strategy']"
"3.2","0","0","1","2","3","0","Nov 24, 2000","['RPG']"
"3.2","0","0","0","0","0","0","Dec 31, 1999","['Adventure']"
"3.2","0","0","2","2","0","0","Jun 12, 2021","['Adventure', 'Indie', 'RPG']"
"2.8","24","1","11","7","6","0","Jul 29, 2021","['Indie', 'Simulator']"
"3.5","63","0","5","2","9","2","Apr 02, 2010","['Adventure', 'Indie', 'Point-and-Click', 'Puzzle']"
"3.2","1","0","2","1","0","0","Jul 21, 2022","['Arcade', 'Indie', 'Simulator']"
"3.2","0","0","0","0","0","0","TBD","['Strategy']"
"3.2","0","0","0","0","0","0","Feb 02, 2015","['MOBA']"
"3.2","0","0","0","0","0","0","Dec 31, 1984","['Adventure']"
"3.2","0","0","0","1","0","0","Dec 31, 1983","['Adventure']"
"3.2","1","0","0","2","0","0","Aug 24, 2014","['RPG']"
"3.4","5","0","8","4","4","0","Sep 30, 2009","['Strategy']"
"3.2","1","0","3","0","2","0","Mar 03, 2017","['Adventure', 'Indie', 'RPG']"
"2.6","6","1","3","1","4","1","Dec 31, 1987","['Arcade']"
"3.2","1","0","0","0","0","0","Jul 18, 2017","['Indie', 'Strategy']"
"1.5","6","0","4","4","7","0","Mar 08, 1998","[]"
"3.2","0","0","0","0","0","0","Sep 18, 2009","['Music', 'Racing']"
"3.2","2","1","2","3","4","0","May 24, 1996","['Shooter']"
"3.5","18","0","5","5","10","1","Jul 12, 2009","['Adventure', 'Indie']"
"3.8","5","2","16","7","9","1","Feb 04, 1999","[]"
"3.2","0","0","0","0","0","0","TBD","['Brawler']"
"2.7","8","0","1","0","2","0","Nov 23, 1996","['Arcade']"
"3.2","2","0","2","1","1","0","Sep 13, 2019","['Arcade', 'Fighting', 'Indie']"
"3.2","6","0","0","0","1","0","Oct 11, 2008","['Indie', 'Music', 'Puzzle']"
"3.2","0","0","0","0","1","0","Jul 09, 2018","['Adventure', 'Indie']"
"3.2","0","0","1","4","0","0","Nov 08, 2018","['Arcade', 'Racing']"
"3.2","3","0","0","0","0","0","Jun 01, 2019","['Puzzle']"
"3.2","4","0","3","1","10","0","Aug 21, 2016","['Visual Novel']"
"1.6","6","0","1","1","0","0","Jul 26, 2021","['Adventure', 'Indie']"
"3.2","0","0","0","4","4","0","Dec 31, 2022","['Adventure', 'Indie', 'Point-and-Click', 'Visual Novel']"
"3.2","1","0","0","0","0","0","Nov 25, 2013","['Indie', 'Simulator', 'Strategy']"
"3.2","3","0","1","1","0","0","Oct 31, 2016","['Indie', 'Shooter']"
"3.2","0","0","0","0","0","0","Apr 20, 2016","['Indie', 'Simulator', 'Strategy']"
"3.2","3","0","2","2","0","0","Jun 01, 2000","['RPG']"
"3.2","2","0","0","0","3","0","Jan 20, 1997","['Sport']"
"3.2","1","0","1","2","1","0","Mar 16, 2007","['Platform']"
"3.2","0","0","0","0","0","0","Dec 31, 2015","[]"
"3.2","1","0","1","0","0","0","May 13, 2009","['Card & Board Game']"
"3.2","2","0","1","2","4","0","Dec 31, 1991","['Puzzle']"
"3.2","0","0","0","1","0","0","Oct 24, 2018","['Indie', 'Strategy']"
"3.2","0","0","0","0","0","0","TBD","['Indie']"
"2.9","33","2","48","9","25","2","Oct 25, 2019","['Adventure', 'Indie', 'Platform', 'Puzzle', 'RPG']"
"3.2","0","0","0","0","1","0","TBD","[]"
"3.2","2","2","3","1","3","0","Sep 05, 2013","['Visual Novel']"
"3.2","1","0","0","0","0","0","Apr 24, 2021","['Indie', 'Simulator']"
"3.2","0","0","0","0","0","0","Apr 02, 2013","[]"
"2.4","7","0","7","6","7","0","Dec 31, 2001","['Adventure', 'Shooter']"
"3.2","0","0","0","0","1","0","Feb 28, 2021","['Indie', 'Strategy']"
"2.4","4","0","2","4","3","1","Jul 22, 2021","['Arcade', 'Brawler', 'Indie', 'Shooter']"
"3.7","4","1","4","4","5","1","Jun 23, 2005","['Puzzle']"
"3.2","2","0","2","0","1","0","TBD","['Simulator']"
"3.2","2","0","0","0","0","1","May 13, 2023","[]"
"3.2","2","0","4","5","1","0","Dec 31, 1987","['RPG']"
"3.2","2","0","1","0","0","0","Dec 31, 1986","['Fighting', 'Sport']"
"3.2","2","0","2","0","5","0","Mar 25, 2010","['Shooter']"
"3.2","1","0","1","0","1","0","Oct 18, 2016","['Indie', 'RPG']"
"3.2","1","0","0","0","2","0","Jun 04, 2015","['Indie']"
"3.2","0","0","0","0","0","0","Nov 18, 2015","['Adventure', 'Indie', 'RPG', 'Strategy', 'Tactical', 'Turn Based Strategy']"
"3.2","1","0","0","2","1","0","TBD","['Simulator']"
"3.2","3","0","0","1","2","1","Dec 31, 2001","['Adventure']"
"3.2","2","0","2","0","1","0","TBD","['Adventure']"
"3.2","0","0","0","0","1","0","TBD","['Visual Novel']"
"3.7","5","0","2","1","1","0","May 09, 2017","['Adventure', 'Puzzle']"
"3.2","1","0","2","2","1","0","Nov 29, 1996","['RPG', 'Strategy']"
"3.2","2","0","5","1","3","0","May 08, 2021","[]"
"3.2","1","0","2","1","1","0","Mar 29, 2022","['Simulator', 'Strategy']"
"3.2","2","0","2","1","2","0","TBD","['Adventure', 'Indie']"
"3.2","3","0","1","1","2","0","Sep 12, 2005","['Shooter']"
"2.2","12","0","13","8","3","0","Sep 20, 2016","['Adventure', 'Indie', 'RPG']"
"3.2","1","0","0","0","0","0","May 12, 2017","['Indie']"
"3.2","3","0","2","0","7","0","Feb 14, 2017","['Adventure', 'Indie', 'Puzzle']"
"3.2","0","0","0","0","0","0","Feb 24, 2011","['Simulator']"
"2.7","7","0","2","0","3","0","Oct 19, 2017","['Indie']"
"1.2","17","0","0","2","0","0","Nov 25, 2005","[]"
"3.2","0","0","0","3","2","0","TBD","[]"
"3.2","0","0","1","0","0","0","Sep 20, 2018","['Adventure', 'Indie', 'RPG']"
"3.2","2","0","0","1","0","0","Dec 18, 2018","['Indie', 'Simulator', 'Strategy']"
"2.7","3","0","1","0","0","0","Apr 02, 2019","['Arcade', 'Indie', 'Strategy']"
"3.2","2","0","2","3","2","0","TBD","['Indie']"
"3.2","0","0","0","0","2","0","Jun 29, 1997","['Puzzle']"
"3.2","3","0","1","0","1","0","TBD","['Simulator']"
"3.2","4","0","0","0","4","0","Jul 01, 2018","['Adventure', 'Arcade']"
"3.1","183","8","10","2","20","15","Nov 15, 2021","['Racing', 'Sport']"
"3.2","1","0","1","0","0","0","Oct 12, 2012","['Real Time Strategy', 'Strategy']"
"2.8","30","0","9","3","9","2","Jun 05, 2009","['Adventure']"
"3.2","0","0","0","0","3","0","TBD","['Sport']"
"3.2","0","0","0","0","0","0","Dec 31, 1977","['Arcade']"
"3.2","0","0","4","1","6","0","Apr 12, 2018","['Fighting', 'Indie', 'Sport']"
"3.2","5","0","0","2","3","1","Apr 25, 2015","['Simulator']"
"3.2","3","0","0","0","1","0","Dec 31, 2010","['Shooter']"
"3.0","3","0","1","1","3","2","Nov 11, 2020","['Indie', 'Simulator', 'Strategy']"
"3.2","0","0","11","105","41","0","Dec 31, 2023","['Shooter']"
"2.7","24","3","15","0","9","1","Apr 28, 2022","['Indie']"
"3.8","6","0","7","4","5","2","May 19, 2022","['Indie', 'Strategy']"
"3.2","0","0","0","3","2","0","TBD","['RPG']"
"3.2","1","0","0","1","0","1","Apr 14, 2011","[]"
"3.4","9","0","8","7","6","0","Dec 15, 1990","['Platform']"
"3.2","1","0","0","0","1","0","TBD","[]"
"3.2","1","0","0","0","0","0","Sep 15, 1998","['Adventure']"
"3.2","1","0","1","1","0","0","TBD","[]"
"0.8","3","0","0","1","2","1","Nov 30, 2018","['Adventure', 'Platform']"
"3.2","0","0","0","0","0","0","Mar 20, 2018","['Indie']"
